source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_positive,positive_fraction,observed_prevalence,post_positive_risk,post_positive_risk_lo,post_positive_risk_hi,highest_rulein_threshold_supported
43,45,mdcalc:2021,2021,AUDIT-C for Alcohol Use,https://www.mdcalc.com/calc/2021/audit-c-alcohol-use,AUDIT-C for Alcohol Use,"Past-year alcohol misuse, defined as risky drinking above recommended limits and/or DSM-IV alcohol abuse or dependence",Frank D et al. Effectiveness of the AUDIT-C as a screening test for alcohol misuse in three race/ethnic groups. Journal of General Internal Medicine. 2008;23:781–787. Independent primary-care validation using standardized interviews in 392 men and 927 women.,Positive screen: AUDIT-C ≥4 in men or ≥3 in women,Diagnosis,Unclear,v1_raw,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1319,239,96,66,918,335,0.2539802881,0.2312357847,0.7134328358,0.6628086582,0.7592176207,0.2
44,46,mdcalc:3931,3931,Australian Type 2 Diabetes Risk (AUSDRISK) Assessment Tool,https://www.mdcalc.com/calc/3931/australian-type-2-diabetes-risk-ausdrisk-assessment-tool,Australian Type 2 Diabetes Risk (AUSDRISK) Assessment Tool,Development of type 2 diabetes within five years,"Chen L et al. AUSDRISK: an Australian Type 2 Diabetes Risk Assessment Tool based on demographic, lifestyle and simple anthropometric measures. Medical Journal of Australia. 2010;192:197–202. Prospective five-year AusDiab development cohort; separately validated in BMES and NWAHS using AUC and calibration only.",AUSDRISK ≥12 indicates high risk of developing type 2 diabetes within five years,"Diagnosis, Prognosis",Cohort/consecutive,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,6060,268,1841,94,3857,2109,0.348019802,0.0597359736,0.1270744429,0.1135348611,0.1419700924,0.1
45,47,mdcalc:10090,10090,AWOL Score for Delirium,https://www.mdcalc.com/calc/10090/awol-score-delirium,AWOL Score for Delirium,Incident delirium developing during hospitalization in medical inpatients without delirium at admission,Douglas VC et al. The AWOL tool: derivation and validation of a delirium prediction rule. Journal of Hospital Medicine. 2013;8:493–499. Prospective validation at the San Francisco Veterans Affairs Medical Center.,AWOL ≥2 considered positive/high risk; AWOL 0–1 considered negative/lower risk,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,165,11,70,3,81,81,0.4909090909,0.08484848485,0.1358024691,0.07755463442,0.2270306377,0.05
46,48,mdcalc:3911,3911,Bacterial Meningitis Score for Children,https://www.mdcalc.com/calc/3911/bacterial-meningitis-score-children,Bacterial Meningitis Score for Children,Bacterial meningitis in children with CSF pleocytosis,Nigrovic LE et al. Clinical prediction rule for identifying children with cerebrospinal fluid pleocytosis at very low risk of bacterial meningitis. JAMA. 2007;297:52–60. Multicenter validation across 20 US academic emergency departments.,BMS >0 considered positive; BMS 0 considered negative/very low risk,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3295,119,1462,2,1712,1581,0.4798179059,0.03672230653,0.0752688172,0.06326873453,0.08932789113,0.05
47,49,mdcalc:4019,4019,BAP-65 Score for Acute Exacerbation of COPD,https://www.mdcalc.com/calc/4019/bap-65-score-acute-exacerbation-copd,BAP-65 Score for Acute Exacerbation of COPD,Acute exacerbation of COPD; composite severe outcome of in-hospital death and/or invasive mechanical ventilation,"Germini et al., 2019, retrospective external validation across 20 Italian EDs",BAP-65 ≥4,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2908,62,441,92,2313,503,0.1729711142,0.05295735901,0.1232604374,0.09735442465,0.1548772281,0.05
48,50,mdcalc:10086,10086,BARD Score for NAFLD Fibrosis,https://www.mdcalc.com/calc/10086/bard-score-nafld-fibrosis,BARD Score for NAFLD Fibrosis,Severe/advanced fibrosis in biopsy-confirmed NAFLD,"Ruffillo et al., 2011, external biopsy-based validation",BARD ≥2; scores 2–4 positive and 0–1 negative,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,138,19,23,18,78,42,0.3043478261,0.268115942,0.4523809524,0.3122339323,0.6005088097,0.2
49,51,mdcalc:1894,1894,Barnes Jewish Hospital Stroke Dysphagia Screen,https://www.mdcalc.com/calc/1894/barnes-jewish-hospital-stroke-dysphagia-screen,Barnes-Jewish Hospital Stroke Dysphagia Screen,Dysphagia following acute ischemic or hemorrhagic stroke,"Edmiaston et al., 2014, prospective validation against blinded VFSS",Positive/failed screen if any BJH-SDS item is abnormal; negative/pass only if all five items are normal,"Algorithm, Diagnosis, Prognosis, Rule Out, Treatment",Unclear,v1_raw,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,225,100,40,6,79,140,0.6222222222,0.4711111111,0.7142857143,0.6345157092,0.782610205,0.2
50,52,mdcalc:10567,10567,Berg Balance Scale (BBS),https://www.mdcalc.com/calc/10567/berg-balance-scale-bbs,Berg Balance Scale (BBS),Falls in community-dwelling older adults,"Bogle Thorbahn & Newton, 1996",BBS <45 predicts faller; ≥45 predicts non-faller,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,65,9,2,8,46,11,0.1692307692,0.2615384615,0.8181818182,0.523019438,0.9486323103,0.2
51,53,mdcalc:10294,10294,Berlin Criteria for Acute Respiratory Distress Syndrome,https://www.mdcalc.com/calc/10294/berlin-criteria-acute-respiratory-distress-syndrome,Berlin Criteria for Acute Respiratory Distress Syndrome,"Acute respiratory distress syndrome, using diffuse alveolar damage at autopsy as the reference","Thille et al., 2013","Meets Berlin definition for mild, moderate, or severe ARDS",Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,712,159,197,19,337,356,0.5,0.25,0.4466292135,0.395829996,0.4985679422,0.2
52,54,mdcalc:1735,1735,BISAP Score for Pancreatitis Mortality,https://www.mdcalc.com/calc/1735/bisap-score-pancreatitis-mortality,BISAP Score for Pancreatitis Mortality,In-hospital mortality from acute pancreatitis,"Coluoglu et al., 2021",BISAP ≥3,Prognosis,Unclear,v1_raw,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1000,35,187,7,771,222,0.222,0.042,0.1576576577,0.1155975076,0.2113639777,0.1
53,55,mdcalc:4004,4004,Bova Score for Pulmonary Embolism Complications,https://www.mdcalc.com/calc/4004/bova-score-pulmonary-embolism-complications,Bova Score for Pulmonary Embolism Complications,"30-day PE-related complication: PE-related death, hemodynamic collapse, or recurrent nonfatal PE","Fernández et al., 2015","Bova score >4, stage III",Prognosis,Unclear,v1_raw,human-extracted,Moderate-high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1083,24,33,67,959,57,0.05263157895,0.08402585411,0.4210526316,0.3018759668,0.550198586,0.2
54,56,mdcalc:10038,10038,Braden Score for Pressure Ulcers,https://www.mdcalc.com/calc/10038/braden-score-pressure-ulcers,Braden Score for Pressure Ulcers,Development of a pressure ulcer,"Braden & Bergstrom, 1994",Braden score ≤18,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,102,22,19,6,55,41,0.4019607843,0.2745098039,0.5365853659,0.3874647127,0.6794376602,0.2
55,57,mdcalc:10286,10286,Brescia-COVID Respiratory Severity Scale (BCRSS)/Algorithm,https://www.mdcalc.com/calc/10286/brescia-covid-respiratory-severity-scale-bcrss-algorithm,Brescia-COVID Respiratory Severity Scale (BCRSS)/Algorithm,ICU admission among hospitalized patients with COVID-19 pneumonia,"Rodriguez-Nava et al., 2021",BCRSS ≥3,"Algorithm, Diagnosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,313,63,56,35,159,119,0.3801916933,0.3130990415,0.5294117647,0.4402213213,0.6167626975,0.2
56,58,mdcalc:4016,4016,Brief Resolved Unexplained Events (BRUE) Criteria for Infants,https://www.mdcalc.com/calc/4016/brief-resolved-unexplained-events-brue-criteria-infants,Brief Resolved Unexplained Events (BRUE) Criteria for Infants,Serious underlying diagnosis following BRUE,"Nama et al., External Validation of Brief Resolved Unexplained Events Prediction Rules for Serious Underlying Diagnosis, JAMA Pediatrics, 2025",Positive = meets ≥1 AAP higher-risk criterion; negative = meets all lower-risk criteria,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1042,79,898,0,65,977,0.9376199616,0.07581573896,0.08085977482,0.06536149068,0.09964117858,0.05
57,59,mdcalc:10017,10017,Bristol Stool Form Scale,https://www.mdcalc.com/calc/10017/bristol-stool-form-scale,Bristol Stool Form Scale,Delayed colonic transit in adults with chronic adults with constipation,"Jaruvongvanich et al., Prediction of Delayed Colonic Transit Using Bristol Stool Form and Stool Frequency in Eastern Constipated Patients, 2017",Mean five-day BSFS ≤3,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,144,17,36,8,83,53,0.3680555556,0.1736111111,0.320754717,0.2109221408,0.4548147985,0.2
58,60,mdcalc:4045,4045,Brugada Criteria for Ventricular Tachycardia,https://www.mdcalc.com/calc/4045/brugada-criteria-ventricular-tachycardia,Brugada Criteria for Ventricular Tachycardia,Ventricular tachycardia among regular wide-complex tachycardias,"May et al., Electrocardiogram Algorithms Used to Differentiate Wide Complex Tachycardias Demonstrate Diagnostic Limitations When Applied by Non-cardiologists, 2018",Positive = Brugada algorithm classifies the tracing as ventricular tachycardia,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,807,429,134,51,193,563,0.697645601,0.594795539,0.7619893428,0.7251106966,0.7953170092,0.2
59,61,mdcalc:10501,10501,BUN Creatinine Ratio,https://www.mdcalc.com/calc/10501/bun-creatinine-ratio,BUN Creatinine Ratio,Upper versus lower gastrointestinal bleeding,"Felber et al., The BUN/Creatinine Ratio in Localizing Gastrointestinal Bleeding in Pediatric Patients, 1988",BUN/creatinine ratio ≥30 predicts an upper-GI bleeding source,Formula,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,65,11,1,5,48,12,0.1846153846,0.2461538462,0.9166666667,0.6461200889,0.9851349056,0.2
60,62,mdcalc:10239,10239,Bush-Francis Catatonia Rating Scale,https://www.mdcalc.com/calc/10239/bush-francis-catatonia-rating-scale,Bush–Francis Catatonia Rating Scale,Catatonia according to DSM-5 criteria,"Cuevas-Esteban et al., Factor Analysis and Validation of the Bush–Francis Catatonia Rating Scale—Spanish Version, 2023",Positive screen = ≥2 signs on the 14-item BFCSI,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,100,27,24,0,49,51,0.51,0.27,0.5294117647,0.3952330421,0.6594700979,0.2
61,63,mdcalc:1729,1729,CAGE Questions for Alcohol Use,https://www.mdcalc.com/calc/1729/cage-questions-alcohol-use,CAGE Questions for Alcohol Use,Alcohol dependence,"Masur and Monteiro, Validation of the CAGE Alcoholism Screening Test in a Brazilian Psychiatric Inpatient Hospital Setting, 1983",CAGE score ≥2,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,114,60,8,8,38,68,0.5964912281,0.5964912281,0.8823529412,0.7846509628,0.939165074,0.2
62,64,mdcalc:10297,10297,CAHP (Cardiac Arrest Hospital Prognosis) Score,https://www.mdcalc.com/calc/10297/cahp-cardiac-arrest-hospital-prognosis-score,CAHP (Cardiac Arrest Hospital Prognosis) Score,Unfavorable neurologic outcome after out-of-hospital cardiac arrest,"Wu et al., Clinical Validation of Cardiac Arrest Hospital Prognosis Score and MIRACLE2 Score to Predict Neurologic Outcomes After Out-of-Hospital Cardiac Arrest, 2022",CAHP ≥223.4 predicts an unfavorable neurologic outcome,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,185,105,6,49,25,111,0.6,0.8324324324,0.9459459459,0.887064329,0.9749936857,0.2
63,65,mdcalc:10544,10544,Canadian Association of Radiologists and Osteoporosis Canada (CAROC) System,https://www.mdcalc.com/calc/10544/canadian-association-radiologists-osteoporosis-canada-caroc-system,Canadian Association of Radiologists and Osteoporosis Canada (CAROC) System,Major osteoporotic fracture,"Leslie et al., 2011—CaMos validation cohort",High risk: >20% 10-year major osteoporotic-fracture risk,Prognosis,Cohort/consecutive,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,6697,136,529,445,5587,665,0.09929819322,0.08675526355,0.2045112782,0.1755936709,0.2368231361,0.1
64,66,mdcalc:696,696,Canadian C-Spine Rule,https://www.mdcalc.com/calc/696/canadian-c-spine-rule,Canadian C-Spine Rule,Clinically important cervical-spine injury,"Stiell et al., 2003—prospective multicenter validation",CCR positive: cervical-spine imaging indicated,"Algorithm, Diagnosis, Prognosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,7438,161,3995,1,3281,4156,0.5587523528,0.0217800484,0.03873917228,0.03328552393,0.04504473506,0.02
65,67,mdcalc:608,608,Canadian CT Head Injury/Trauma Rule,https://www.mdcalc.com/calc/608/canadian-ct-head-injury-trauma-rule,Canadian CT Head Injury/Trauma Rule,Trauma,Validation study of 2702 patients aged 16+ with blunt head trauma at 9 Canadian EDs,CCHR positive criteria,"Algorithm, Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2707,231,1458,0,1018,1689,0.6239379387,0.08533431843,0.1367673179,0.1212028594,0.1539802987,0.1
66,68,mdcalc:10537,10537,Canadian Diabetes Risk Assessment Questionnaire (CANRISK),https://www.mdcalc.com/calc/10537/canadian-diabetes-risk-assessment-questionnaire-canrisk,Canadian Diabetes Risk Assessment Questionnaire (CANRISK),Dysglycemia (prediabetes or undiagnosed type 2 diabetes),"Agarwal et al., 2018—First Nations and Métis validation cohort",CANRISK ≥33 points,Prognosis,Cohort/consecutive,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1479,107,250,111,1011,357,0.2413793103,0.1473968898,0.299719888,0.2545341982,0.3491698759,0.2
67,69,mdcalc:3951,3951,Canadian Syncope Risk Score,https://www.mdcalc.com/calc/3951/canadian-syncope-risk-score,Canadian Syncope Risk Score,"Acute Coronary Syndrome, Atrial Fibrillation, Stroke / Transient Ischemic Attack (TIA)",Prospective cohort study from six large Canadian emergency departments,>= -2,"Diagnosis, Prognosis",Cohort/consecutive,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,4030,144,2875,1,1010,3019,0.7491315136,0.03598014888,0.04769791322,0.04065337374,0.05589203322,0.02
68,70,mdcalc:10421,10421,Canadian Transient Ischemic Attack (TIA) Score,https://www.mdcalc.com/calc/10421/canadian-transient-ischemic-attack-tia-score,Canadian Transient Ischemic Attack (TIA) Score,Stroke or carotid revascularization within 7 days,"Perry et al., 2021—prospective multicenter validation",High risk: Canadian TIA Score ≥9,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,7607,52,829,130,6596,881,0.1158143815,0.02392533193,0.05902383655,0.04529262049,0.07658396852,0.02
